,place_id,name_gmap,Gmaps_place_address,Gmap_lat,Gmap_long,country,phone_number,website,url,adm_lvl_1,adm_lvl_2,address,min_dist,name_web,web_lat,web_lng,weight
25,ChIJ_-d4fO1nxEcRVIJckR5RJt4,"Het Nederlandse Rode Kruis - Afdeling Tholen-Reimerswaal,Zeeland,Tholen","Noordpoort 10, 4695 BX Sint-Maartensdijk, Netherlands",51.550805,4.078339499999999,Netherlands,+31 166 652 049,http://www.rodekruis.nl/,https://maps.google.com/?cid=16007571117264634452,Zeeland,Tholen,"Noordpoort 10 Sint Maartensdijk, Zeeland 4695 BX",0.0,Afdeling Tholen-Reimerswaal,51.550805,4.0783394999999985,0.05
26,ChIJd4XknmNOx0cR4x4X7K7svEM,"Rode Kruis Beesel/Reuver/Offenbeek,Limburg,Beesel","Keulseweg 39A, 5953 HE Reuver, Netherlands",51.28634479999999,6.0848605000000004,Netherlands,+31 77 474 4955,http://www.rodekruis.nl/,https://maps.google.com/?cid=4881036332192177891,Limburg,Beesel,"Keulseweg 39 A Reuver, Limburg 5953 HE",0.0,Afdeling Beesel Reuver Offenbeek,51.28634479999999,6.0848605,0.009681037925564271
27,ChIJlz7sO1UfyEcRsTHHW5PNkTA,"Rode Kruis Midden-Drenthe,Drenthe,Midden-Drenthe","Weglangen 6, 9431 HK Westerbork, Netherlands",52.860763799999994,6.6033652,Netherlands,+31 593 331 706,http://www.rodekruis.nl/,https://maps.google.com/?cid=3499804418227253681,Drenthe,Midden-Drenthe,"Weglangen 6 Westerbork, Drenthe 9431 HK",0.0,drenthe@redcross.nl,52.8607638,6.6033652,0.045454545454545456
28,ChIJo5v2ezPNyUcRv1luDsnN59o,"Rode Kruis Groningen en Haren,Groningen,Groningen","Atoomweg 2B, 9743 AK Groningen, Netherlands",53.213676899999996,6.539162200000001,Netherlands,+31 50 312 2445,http://www.rodekruis.nl/groningen-haren,https://maps.google.com/?cid=15773802483302685119,Groningen,Groningen,"Atoomweg 2 B Groningen, Groningen 9743 AK",0.05327711651171558,Afdeling Noord-Groningen,53.2136769,6.539162200000002,0.02631578947368421
29,ChIJQaxKRxfsxUcRXPNLyg-mRRw,"Rode Kruis Zandvoort,Noord-Holland,Zandvoort","Nicolaas Beetslaan 14, 2041 NN Zandvoort, Netherlands",52.376617200000005,4.5371495,Netherlands,+31 23 571 4345,http://www.rodekruis.nl/,https://maps.google.com/?cid=2037216993203712860,Noord-Holland,Zandvoort,"Nicolaas Beetslaan 14 Zandvoort, Noord-Holland 2041 NN",0.0,https://www.rodekruis.nl/zandvoort/,52.37661720000001,4.5371495,0.043478260869565216
30,ChIJ4Vmr6oy7wEcR4REz4XqwbEU,"Rode Kruis afdeling Brunssum e.o.,Limburg,Brunssum","De Insel 18, 6442 AJ Brunssum, Netherlands",50.949388299999995,5.9820765,Netherlands,+31 45 571 4700,http://www.rodekruis.nl/brunssum,https://maps.google.com/?cid=5002567327912497633,Limburg,Brunssum,"De Insel 18 Brunssum, Limburg 6442 AJ",0.0,https://www.rodekruis.nl/brunssum/,50.9493883,5.9820765,0.03448275862068965
31,ChIJx9eJO-rut0cRXpm_uqrFxrc,"Rode Kruis Klazienaveen,Drenthe,Emmen","Dordsedijk 7, 7891 NJ Klazienaveen, Netherlands",52.723046499999995,6.9857339000000005,Netherlands,+31 591 314 233,http://www.rodekruis.nl/?cid=onlineadvertising&utm_source=google&utm_medium=places&utm_campaign=google_places&utm_content=Klazienaveen,https://maps.google.com/?cid=13242489091397753182,Drenthe,Emmen,"Dordsedijk 7 Klazienaveen, Drenthe 7891 NJ",0.0143849620593283,Afdeling Klazienaveen,52.7230465,6.9857339000000005,0.007074604637912353
32,ChIJNeFP4sxsyEcRX0Iw8sfug7Y,"Rode Kruis Westerveld,Drenthe,Westerveld","Dorpsstraat 4, 7971 CR Havelte, Netherlands",52.766421799999996,6.245226100000001,Netherlands,+31 521 340 460,unknown,https://maps.google.com/?cid=13151617879381131871,Drenthe,Westerveld,"Dorpsstraat 4 Havelte, Drenthe 7971 CR",0.4872794713803454,Afdeling Westerveld,52.7664218,6.245226100000001,0.045454545454545456
33,ChIJ8yxRxhY0yEcRwaDT2-RZby4,"Rode Kruis Noordenveld,Drenthe,Noordenveld","Hoppad 17, 9301 PG Roden, Netherlands",53.145843500000005,6.4244355,Netherlands,+31 50 503 3496,http://www.rodekruis.nl/,https://maps.google.com/?cid=3345991887635062977,Drenthe,Noordenveld,"Hoppad 17 Roden, Drenthe 9301 PG",0.01659843753580268,Afdeling Noordenveld,53.14584350000001,6.4244355,0.041666666666666664
34,ChIJjfLLx67pt0cR71pjm5j_wio,"Rode Kruis Emmer-Compascuum/Roswinkel,Drenthe,Emmen","Veenroede 21, 7881 XM Emmer-Compascuum, Netherlands",52.803529299999994,6.9876195999999995,Netherlands,+31 591 351 822,http://www.rodekruis.nl/?cid=onlineadvertising&utm_source=google&utm_medium=places&utm_campaign=google_places&utm_content=emmer,https://maps.google.com/?cid=3081306125981932271,Drenthe,Emmen,"Veenroede 21 Emmer-Compascuum, Drenthe 7881 XM",0.013866184176071696,Afdeling Emmer-Compascuum/Roswinkel,52.8035293,6.9876196,0.002706705664732255
35,ChIJx_5znjnAx0cRUf5Buz7kqFs,"Rode Kruis,Gelderland,Apeldoorn","Leidekkersdreef 12, 7328 AT Apeldoorn, Netherlands",52.196103,5.987678900000001,Netherlands,+31 55 543 1165,http://www.rodekruis.nl/voorst,https://maps.google.com/?cid=6604779811619602001,Gelderland,Apeldoorn,"Leidekkersdreef 12 Apeldoorn, Gelderland 7328 AT",0.15339019632509132,Neem contact op,52.19610290000001,5.987678799999999,0.05882352941176471
36,ChIJ0yHA51rGxUcRL6wSeqeyx48,"The Netherlands Red Cross Society,Zuid-Holland,Leiden","Apollolaan 1B, 2324 BR Leiden, Netherlands",52.139720000000004,4.476393,Netherlands,+31 70 445 5666,http://www.rodekruis.nl/,https://maps.google.com/?cid=10360445900166442031,Zuid-Holland,Leiden,"Apollolaan 1 B Leiden, Zuid-Holland 2324 BR",0.0003035399570021373,Studentendesk Leiden,52.1397203,4.4763932,0.038461538461538464
37,ChIJq8edU_8Ix0cRPBIfLDcAL2M,"Studentendesk Rode Kruis Nijmegen,Gelderland,Nijmegen","Gelderselaan 14, 6523 LJ Nijmegen, Netherlands",51.832360200000004,5.8736180000000004,Netherlands,unknown,http://studentendesknijmegen.nl/,https://maps.google.com/?cid=7146931370623701564,Gelderland,Nijmegen,"Gelderselaan 14 Nijmegen, Gelderland 6523 LJ",0.0007489443908102112,studentendesknijmegen@rodekruis.nl,51.83235490000001,5.8736339000000015,0.02564102564102564
38,ChIJgx4dmscGx0cRfP5SE-gKUgo,"Rode Kruis Wijchen,Gelderland,Wijchen","Veenhof 1955, 6604 DG Wijchen, Netherlands",51.81943709999999,5.7339262,Netherlands,+31 24 641 7518,http://www.rodekruiswijchen.nl/?cid=onlineadvertising&utm_source=google&utm_medium=places&utm_campaign=google_places&utm_content=wijchen,https://maps.google.com/?cid=743668880342449788,Gelderland,Wijchen,"Veenhof 1955 Wijchen, Gelderland 6604 DG",0.013028116029798148,Afdeling Wijchen,51.81942520000001,5.7339416,0.009942687599228173
39,ChIJ5RqCn2-4xUcRSkXJnf_5QQU,"The Netherlands Red Cross Society,Zuid-Holland,Wassenaar","Van Heeckerenstraat 2, 2242 GX Wassenaar, Netherlands",52.140234,4.392201999999999,Netherlands,+31 70 511 3992,http://www.rodekruis.nl/,https://maps.google.com/?cid=378858719935022410,Zuid-Holland,Wassenaar,"Van Heeckerenstraat 2 A Wassenaar, Zuid-Holland 2242 GX",6.76624132021622e-05,Afdeling Wassenaar,52.140218,4.3921858,0.03225806451612903
40,ChIJY6QqTptRxkcReD_3ZRC8Pno,"Rode Kruis Veenendaal,Utrecht,Veenendaal","De Sterke Arm 10, 3901 ER Veenendaal, Netherlands",52.02199719999999,5.5563156,Netherlands,+31 318 517 040,http://www.rodekruis.nl/,https://maps.google.com/?cid=8808684699799469944,Utrecht,Veenendaal,"De Sterke Arm 10 Veenendaal, Utrecht 3901 ER",0.0534137856786405,Afdeling Veenendaal,52.0219804,5.5562900000000015,0.009432806183883136
41,ChIJbQDr1ingxUcRqCk8DoraACA,"The Netherlands Red Cross Society,Noord-Holland,Haarlemmermeer","Nieuweweg 33B, 2132 CK Hoofddorp, Netherlands",52.3052117,4.6995932,Netherlands,+31 23 562 2614,http://www.rodekruis.nl/haarlemmermeer,https://maps.google.com/?cid=2306083295692859816,Noord-Holland,Haarlemmermeer,"Nieuweweg 33b Hoofddorp, Noord-Holland 2132 CK",0.00020197314640231587,https://www.rodekruis.nl/haarlemmermeer/,52.30519349999999,4.699568699999999,0.07692307692307693
42,ChIJC5vkuh1LxEcRmIIF6Yi7QsM,"The Netherlands Red Cross Society,Zuid-Holland,Vlaardingen","Trimpad 4, 3135 GA Vlaardingen, Netherlands",51.922528299999996,4.3634061,Netherlands,+31 10 234 2049,http://rodekruis-nieuwewaterwegnoord.nl/,https://maps.google.com/?cid=14070014382558249624,Zuid-Holland,Vlaardingen,"Trimpad 4 Vlaardingen, Zuid-Holland 3135 GA",0.00023434226433814083,https://www.rodekruis.nl/nieuwe-waterweg-noord/,51.9225033,4.3634001,0.08333333333333333
43,ChIJ120dnsx6uEcRHnvjbRK_lPs,"Het Nederlandse Rode Kruis,Gelderland,Winterswijk","Gasthuisstraat 78, 7101 DX Winterswijk, Netherlands",51.973438400000006,6.715364200000002,Netherlands,+31 543 523 939,https://www.rodekruis.nl/,https://maps.google.com/?cid=18128324485947030302,Gelderland,Winterswijk,"Gasthuisstraat 78 Winterswijk, Gelderland 7101 DX",1.3700136850310274e-06,Afdeling Achterhoek Oost,51.9734618,6.7153871,0.05882352941176471
44,ChIJaZ80Z0i3xUcRopYn1OGKoXY,"Red Cross department Hague,Zuid-Holland,Den Haag","Zilverstraat 2, 2544 ER Den Haag, Netherlands",52.0513234,4.2609362,Netherlands,+31 70 350 5333,http://www.rodekruis.nl/denhaag,https://maps.google.com/?cid=8548266270257551010,Zuid-Holland,Den Haag,"Zilverstraat 2 Den Haag, Zuid-Holland 2544 ER",0.00010982258556448562,StudentenDeskDenHaag@rodekruis.nl,52.0512932,4.2609512,0.03125
45,ChIJMzXK1uC8wEcRZvECjx7_8Fw,"Rode Kruis Landgraaf,Limburg,Landgraaf","Lichtenbergerstraat 7, 6371 AS Landgraaf, Netherlands",50.9038578,6.0196041,Netherlands,+31 45 532 3590,http://www.rodekruis.nl/,https://maps.google.com/?cid=6697133152613364070,Limburg,Landgraaf,"Lichtenbergerstraat 7 b Landgraaf, Limburg 6371 AS",0.018669536347641427,Afdeling Landgraaf,50.9038888,6.0196146,0.009432806183883136
46,ChIJMdS3ejrPxkcR4XAFkkDWZDs,"Rode Kruis De Zaligheden,Noord-Brabant,Bladel","Torendreef 22, 5531 ET Bladel, Netherlands",51.3703729,5.2247808,Netherlands,+31 497 384 705,https://www.rodekruis.nl/de-zaligheden/over-onze-afdeling/,https://maps.google.com/?cid=4279781118724894945,Noord-Brabant,Bladel,"Torendreef 22 Bladel, Noord-Brabant 5531 ET",0.00033846473872680517,https://www.rodekruis.nl/de-zaligheden/,51.370369,5.224833900000001,0.09090909090909093
47,ChIJk7epzLy9wEcRJ60bVSzVxco,"Rode Kruis Heerlen e.o.,Limburg,Heerlen","Nobelstraat 51, 6411 EL Heerlen, Netherlands",50.883902,5.979322,Netherlands,+31 45 571 4618,http://www.rodekruis.nl/,https://maps.google.com/?cid=14611318952456596775,Limburg,Heerlen,"Nobelstraat 51 Heerlen, Limburg 6411 EL",0.0001180404771660267,Afdeling Heerlen e.o.,50.8838638,5.979301599999999,0.02631578947368421
48,ChIJEz1kv3_kx0cR_v3tzSZ3Ha0,"Rode Kruis Dalfsen-Lemelerveld-Nieuwleusen,Overijssel,Dalfsen","Kloosterstraat 16, 8152 AP Lemelerveld, Netherlands",52.44618639999999,6.337382300000002,Netherlands,+31 572 371 962,http://www.rodekruis.nl/,https://maps.google.com/?cid=12474257551433530878,Overijssel,Dalfsen,"Kloosterstraat 16 Lemelerveld, Overijssel 8152 AP",4.3923061839013944e-05,Afdeling Dalfsen-Lemelerveld-Nieuwleusen,52.4462282,6.3373791,0.009432806183883136
49,ChIJw8ajLAGlx0cR9FuunJmyZRU,"Rode Kruis Arnhem,Gelderland,Arnhem","Cattepoelseweg 263, 6815 CD Arnhem, Netherlands",52.0036679,5.9099197,Netherlands,+31 26 443 1700,http://www.rodekruis.nl/arnhem,https://maps.google.com/?cid=1541834820272675828,Gelderland,Arnhem,"Cattepoelseweg 263 Arnhem, Gelderland 6815 CD",0.009690856994183657,Afdeling Arnhem,52.00366210000001,5.909837899999999,0.029411764705882363
50,ChIJreLNteIrxkcRQGBRsu0tMkU,"Het Nederlandse Rode Kruis - Afdeling Dronten,Flevoland,Dronten","De Gouwe 50, 8253 PA Dronten, Netherlands",52.539626600000005,5.7012338,Netherlands,unknown,unknown,https://maps.google.com/?cid=4986098236374736960,Flevoland,Dronten,"De Gouwe 50 Dronten, Flevoland 8253 PA",0.00016900629970285514,Afdeling Dronten,52.5396772,5.7012507,0.029411764705882363
51,ChIJizvigYcmyEcRo3bgBCswbZg,"Rode Kruis Rolde,Drenthe,Aa en Hunze","Plein 15, 9451 BW Rolde, Netherlands",52.9873786,6.6445089999999984,Netherlands,+31 6 20456676,http://www.rodekruis.nl/,https://maps.google.com/?cid=10983488027550054051,Drenthe,Aa en Hunze,"Plein 15 Rolde, Drenthe 9451 BW",0.00156725443302345,Afdeling Rolde,52.98740970000001,6.644431600000001,0.008972669296864447
52,ChIJhYdgkuYoxEcRFTTDb5xrBrA,"The Netherlands Red Cross Society,Zuid-Holland,Dordrecht","Dubbelsteynlaan West 43, 3319 EK Dordrecht, Netherlands",51.793786499999996,4.6954915999999995,Netherlands,+31 78 616 6066,https://www.rodekruis.nl/dordrecht/,https://maps.google.com/?cid=12683943720169714709,Zuid-Holland,Dordrecht,"Dubbelsteynlaan West 43 Dordrecht, Zuid-Holland 3319 EK",0.0002332057083571645,https://www.rodekruis.nl/dordrecht/,51.79377150000001,4.695400100000001,0.03571428571428571
53,ChIJn1XvuWtUxkcRJFea3RnV7GU,"Het Nederlandse Rode Kruis - Afdeling Rhenen,Utrecht,Rhenen","Kerkstraat 1, 3911 LD Rhenen, Netherlands",51.9570434,5.565320099999999,Netherlands,+31 6 51083414,http://www.rodekruis.nl/,https://maps.google.com/?cid=7344479399403214628,Utrecht,Rhenen,"Kerkstraat 1 Rhenen, Utrecht 3911 LD",0.3050718033591494,studentendeskwageningen@rodekruis.nl,51.9570295,5.5652263,0.043478260869565216
54,ChIJNdvOL09FxEcRWFQJB-wGpew,"Rode Kruis,Zuid-Holland,Goeree-Overflakkee","Marnix Gijsenstraat, 3245 ME Sommelsdijk, Netherlands",51.7637153,4.153685,Netherlands,unknown,https://www.rodekruis.nl/,https://maps.google.com/?cid=17052043174908351576,Zuid-Holland,Goeree-Overflakkee,"Marnix Gijsenstraat 7 Sommelsdijk, Zuid-Holland 3245 ME",0.05189531130864585,Afdeling Goeree-Overflakkee,51.7637042,4.153779399999999,0.043478260869565216
