|id|link|name|verification_status|about|birthday|category|category_list|company_overview|description|emails|engagement|fan_count|founded|general_info|hours|is_permanently_closed|mission|phone|username|website|single_line_address|store_location_descriptor|location|hometown
11|398709317211070|https://www.facebook.com/CruzRojaGTCoatepeque/|Cruz Roja Guatemalteca||Delegación de Cruz Roja Guatemalteca ubicada en Coatepeque, Quetzaltenango.||Medical & Health|[{'id': '145118935550090', 'name': 'Medical & Health'}]|||['coatepeque@cruzroja.gt']|{'count': 645, 'social_sentence': '645 people like this.'}|645.0||||0.0||77751125|CruzRojaGTCoatepeque|www.cruzroja.gt|0 Av. 5 Calle Zona 2 Barrio El Rosario, Coatepeque, Quetzaltenango, 09020-Coatepeque, Quetzaltenango|Coatepeque, Quetzaltenango||
12|1437501686343553|https://www.facebook.com/CruzRojaGTRetalhuleu/|Cruz Roja Guatemalteca||||Medical & Health|[{'id': '145118935550090', 'name': 'Medical & Health'}]|||['retalhuleu@cruzroja.gt']|{'count': 647, 'social_sentence': '647 people like this.'}|647.0||||0.0||77715640|CruzRojaGTRetalhuleu|www.cruzroja.gt|11 Calle 2 Av. Casa #2, Colonia San Josecito, Zona 1, Retalhuleu, Retalhuleu, 11001-Retalhuleu (stad)|Retalhuleu (stad)||
13|1945484422357795|https://www.facebook.com/CruzRojaGTSanMarcos/|Cruz Roja Guatemalteca|||01/21/1960|Medical & Health|[{'id': '145118935550090', 'name': 'Medical & Health'}]|||['sanmarcos@cruzroja.gt']|{'count': 247, 'social_sentence': '247 people like this.'}|247.0|||{'mon_1_open': '09:00', 'mon_1_close': '18:00', 'tue_1_open': '09:00', 'tue_1_close': '18:00', 'wed_1_open': '09:00', 'wed_1_close': '18:00', 'thu_1_open': '09:00', 'thu_1_close': '18:00', 'fri_1_open': '09:00', 'fri_1_close': '18:00', 'sat_1_open': '09:00', 'sat_1_close': '18:00'}|0.0||54619661|CruzRojaGTSanMarcos|http://www.cruzroja.gt|Calzada Revolución del 71, Zona 1, San Marcos, San Marcos, 12001-San Marcos (Guatemala)|San Marcos (Guatemala)||
14|1755354271161029|https://www.facebook.com/CruzRojaGTElPalmar/|Cruz Roja Guatemalteca||||Medical & Health|[{'id': '145118935550090', 'name': 'Medical & Health'}]|||['elpalmar@cruzroja.gt']|{'count': 364, 'social_sentence': '364 people like this.'}|364.0||||0.0||77724205|CruzRojaGTElPalmar|www.cruzroja.gt|"6 Av. 6 Calle ""B"" 6-36 Zona 1, El Palmar, Quetzaltenango, 09019-El Palmar, Quetzaltenango"|El Palmar, Quetzaltenango||
15|144879739453747|https://www.facebook.com/CruzRojaGTJalapa/|Cruz Roja Guatemalteca||||Medical & Health|[{'id': '145118935550090', 'name': 'Medical & Health'}]|||['jalapa@cruzroja.gt']|{'count': 34, 'social_sentence': '34 people like this.'}|34.0|||{'mon_1_open': '08:00', 'mon_1_close': '17:00', 'tue_1_open': '08:00', 'tue_1_close': '17:00', 'wed_1_open': '08:00', 'wed_1_close': '17:00', 'thu_1_open': '08:00', 'thu_1_close': '17:00', 'fri_1_open': '08:00', 'fri_1_close': '17:00', 'sat_1_open': '08:00', 'sat_1_close': '12:00'}|0.0||79225226|CruzRojaGTJalapa|www.cruzroja.gt|6 Av. 1-99 Zona 1, Barrio La Democracia, Jalapa, Jalapa, 21001-Jalapa (stad)|Jalapa (stad)||
16|389110998174294|https://www.facebook.com/CruzRojaGTSacapulas/|Cruz Roja Guatemalteca||"hola 

"|09/25/1990|Medical & Health|[{'id': '145118935550090', 'name': 'Medical & Health'}]|||['sacapulas@cruzroja.gt']|{'count': 34, 'social_sentence': '34 people like this.'}|34.0||||0.0||77556776|CruzRojaGTSacapulas|www.cruzroja.gt|Barrio San Pedro Calle Principal al Puente Fray Bartolomé, Sacapulas, El Quiché, 14016-Sacapulas|Sacapulas||
17|251304178997232|https://www.facebook.com/CruzRojaGTPuertoBarrios/|Cruz Roja Guatemalteca||||Medical & Health|[{'id': '145118935550090', 'name': 'Medical & Health'}]|||['puertobarrios@cruzroja.gt']|{'count': 74, 'social_sentence': '74 people like this.'}|74.0||||0.0||+50232505832|CruzRojaGTPuertoBarrios|www.cruzroja.gt|14 calle 15 avenida, Puerto Barrios, Izabal, 18001-Puerto Barrios|Puerto Barrios||
18|117780805579285|https://www.facebook.com/CruzRojaGTTejutla/|Cruz Roja Guatemalteca||||Medical & Health|[{'id': '145118935550090', 'name': 'Medical & Health'}]|||['tejutla@cruzroja.gt']|{'count': 16, 'social_sentence': '16 people like this.'}|16.0||||0.0||77600525|CruzRojaGTTejutla|www.cruzroja.gt|4 Av. 3-71 Zona 2, Tejutla, San Marcos, 12010-Tejutla, San Marcos|Tejutla, San Marcos||
19|375490716216338|https://www.facebook.com/CruzRojaGTElEstor/|Cruz Roja Guatemalteca||||Medical & Health|[{'id': '145118935550090', 'name': 'Medical & Health'}]|||['elestor@cruzroja.gt']|{'count': 17, 'social_sentence': '17 people like this.'}|17.0||||0.0||79497691|CruzRojaGTElEstor|www.cruzroja.gt|9 Calle 5 Av. Zona 1, El Estor, Izabal, 18003-El Estor, Izabal, Guatemala|El Estor, Izabal, Guatemala||
20|1479846142054994|https://www.facebook.com/Cruz-Roja-Guatemalteca-Delegación-Peten-1479846142054994/|Cruz Roja Guatemalteca Delegación Peten||Asistencia Humanitaria en Emergencias y Crisis||Public Figure|[{'id': '1602', 'name': 'Public Figure'}]|||['peten@cruzroja.gt']|{'count': 754, 'social_sentence': '754 people like this.'}|754.0|||{'mon_1_open': '08:00', 'mon_1_close': '17:00', 'tue_1_open': '08:00', 'tue_1_close': '17:00', 'wed_1_open': '08:00', 'wed_1_close': '17:00', 'thu_1_open': '08:00', 'thu_1_close': '17:00', 'fri_1_open': '08:00', 'fri_1_close': '17:00', 'sat_1_open': '09:00', 'sat_1_close': '17:00'}|0.0||+50230405880|||Barrio El Porvenir, San Benito, Petén.|||
21|127960747931111|https://www.facebook.com/CruzRojaGTPeten/|Cruz Roja Guatemalteca||||Medical & Health|[{'id': '145118935550090', 'name': 'Medical & Health'}]|||['peten@cruzroja.gt']|{'count': 13, 'social_sentence': '13 people like this.'}|13.0|||{'mon_1_open': '08:00', 'mon_1_close': '17:00', 'tue_1_open': '08:00', 'tue_1_close': '17:00', 'wed_1_open': '08:00', 'wed_1_close': '17:00', 'thu_1_open': '08:00', 'thu_1_close': '17:00', 'fri_1_open': '08:00', 'fri_1_close': '17:00', 'sat_1_open': '08:00', 'sat_1_close': '12:00'}|0.0||58597774|CruzRojaGTPeten|www.cruzroja.gt|3 Av. Zona 1, Barrio El Porvenir, San Benito Petén, Petén, 17003-San Benito, Peten, Guatemala|San Benito, Peten, Guatemala||
22|1182769498451123|https://www.facebook.com/Cruz-Roja-Guatemalteca-Delegación-Mazatenango-1182769498451123/|Cruz Roja Guatemalteca Delegación Mazatenango||||Non-Governmental Organization (NGO)|[{'id': '2235', 'name': 'Non-Governmental Organization (NGO)'}]||||{'count': 84, 'social_sentence': '84 people like this.'}|84.0||||0.0||||||||
23|185078488179800|https://www.facebook.com/Cruz-Roja-Guatemalteca-Delegacion-Chiquimula-185078488179800/|Cruz Roja Guatemalteca Delegacion Chiquimula||||Community|[{'id': '2612', 'name': 'Community'}]||||{'count': 130, 'social_sentence': '130 people like this.'}|130.0||||0.0||||||||
24|1488552347879174|https://www.facebook.com/CruzRojaGTConcepcionChiquirichapa/|Cruz Roja Guatemalteca||||Medical & Health|[{'id': '145118935550090', 'name': 'Medical & Health'}]||||{'count': 64, 'social_sentence': '64 people like this.'}|64.0||||0.0||77685360|CruzRojaGTConcepcionChiquirichapa|www.cruzroja.gt|3 Calle Zona 2, Concepción Chiquirichapa, Quetzaltenango, 09011-Concepción Chiquirichapa|Concepción Chiquirichapa||
25|351987035242193|https://www.facebook.com/CruzRojaGTElQuiche/|Cruz Roja Guatemalteca||||Medical & Health|[{'id': '145118935550090', 'name': 'Medical & Health'}]|||['quiche@cruzroja.gt']|{'count': 19, 'social_sentence': '19 people like this.'}|19.0||||0.0||47725267|CruzRojaGTElQuiche|www.cruzroja.gt|13 Calle 1-66 Zona 5, Frente a CDAG, Santa Cruz del Quiché, El Quiché, 14001-Santa Cruz del Quiché|Santa Cruz del Quiché||
26|127880801194542|https://www.facebook.com/CruzRojaGTSerchil/|Cruz Roja Guatemalteca||||Medical & Health|[{'id': '145118935550090', 'name': 'Medical & Health'}]|||['serchil@cruzroja.gt']|{'count': 15, 'social_sentence': '15 people like this.'}|15.0||||0.0||31083672|CruzRojaGTSerchil|www.cruzroja.gt|Aldea Serchil, San Marcos, Km. 267 Carretera al Altiplano, 12029-Serchil, San Marcos, Guatemala|Serchil, San Marcos, Guatemala||
27|169816079772526|https://www.facebook.com/Cruz-Roja-Guatemalteca-Delegación-Petén-169816079772526/|Cruz Roja Guatemalteca Delegación Petén||Cruz Roja Guatemalteca Delegacion Petén desempeñando una labor importante en el aerea de Petén||Local Business|[{'id': '2500', 'name': 'Local Business'}]||||{'count': 242, 'social_sentence': '242 people like this.'}|242.0||||0.0|||||Barrio el porvenir San Benito Petén, San Benito, Peten, Guatemala|||
28|588361524539044|https://www.facebook.com/Cruz-Roja-Guatemalteca-Colred-588361524539044/|Cruz Roja Guatemalteca Colred||||Local Business|[{'id': '2500', 'name': 'Local Business'}]||||{'count': 0, 'social_sentence': 'Be the first of your friends to like this.'}|0.0||||0.0|||||Nueva Guatemala De La Asunción, Guatemala, Guatemala|||
29|184114105129722|https://www.facebook.com/Cruz-Roja-Guatemalteca-Delegación-Santo-Tomás-184114105129722/|Cruz Roja Guatemalteca Delegación Santo Tomás||||Community|[{'id': '2612', 'name': 'Community'}]||||{'count': 200, 'social_sentence': '200 people like this.'}|200.0||||0.0||||||||
38|545093808875380|https://www.facebook.com/pages/Cruz-Roja-San-Marcos/545093808875380|Cruz Roja San Marcos||||Local Business|[{'id': '2500', 'name': 'Local Business'}]||||{'count': 1, 'social_sentence': 'One person likes this.'}|1.0||||0.0|||||San Pedro Sacatepéquez, San Marcos, Guatemala|||
