,address,min_dist,name_web,web_lat,web_lng,weight
29005,"Zilverstraat 2 Den Haag, Zuid-Holland 2544 ER",0.1047744645059776,Afdeling Den Haag-Rijswijk,52.0512932,4.2609512,0.03125
56065,"Bankastraat 27 Den Helder, Noord-Holland 1782 TA",0.00044481374881136807,Afdeling Den Helder,52.95832720000001,4.7496775,0.0013455964423747012
40165,"H G Gooszenstraat 10 Deventer, Overijssel 7415 CL",0.0501878947955595,Afdeling Deventer,52.263288700000004,6.1670674000000005,0.029411764705882356
38158,"Nordhornsestraat 64 Denekamp, Overijssel 7591 BH",0.0004010408715926117,Afdeling Dinkelland-Oldenzaal,52.379684499999996,7.0113572999999985,0.05882352941176471
53101,"Klaverweide 20 Giesbeek, Gelderland 6987 DB",0.2534946033062809,Afdeling Doesburg e.o.,51.991127500000005,6.0636252,0.043478260869565216
52274,"Bachlaan 7 Doetinchem, Gelderland 7002 MZ",0.024395209350630862,Afdeling Doetinchem,51.966803799999994,6.301681200000001,0.022727272727272728
68753,"Dubbelsteynlaan West 43 Dordrecht, Zuid-Holland 3319 EK",0.0001764799955135299,Afdeling Dordrecht,51.793771500000005,4.695400100000001,0.027027027027027032
43647,"De Gouwe 50 Dronten, Flevoland 8253 PA",0.00016900629970285514,Afdeling Dronten,52.5396772,5.7012507,0.029411764705882356
27468,"Julianalaan 64 Maasbracht, Limburg 6051 AV",0.16562994973017328,Afdeling Echt e.o.,51.1441423,5.8891521,0.03571428571428571
9068,"Klinkenbergerweg 30 C Ede Gld, Gelderland 6711 MK",1.0563420164850768e-06,Afdeling Ede e.o.,52.0402598,5.6709510000000005,0.01186707874746588
1020,"Kramsvogel 42 Eijsden, Limburg 6245 RE",0.21628206490098628,Afdeling Eijsden-Margraten,50.7785822,5.7211979999999985,0.02564102564102564
29137,"Willem van Konijnenburglaan 6 Eindhoven, Noord-Brabant 5613 DW",0.0,Afdeling Eindhoven e.o.,51.4387588,5.495183,0.027777777777777776
8460,"Van Sytzamalaan 3 Oldebroek, Gelderland 8096 AR",0.08560330666565877,Afdeling Elburg en Oldebroek,52.446568299999996,5.9002485999999985,0.02631578947368421
49605,"Slenerbrink 272 Emmen, Drenthe 7812 HL",0.12630517485386408,Afdeling Emmen,52.7583561,6.889520099999999,0.027777777777777776
25234,"Veenroede 21 Emmer-Compascuum, Drenthe 7881 XM",0.013866184176071696,Afdeling Emmer-Compascuum/Roswinkel,52.803529299999994,6.9876195999999995,0.0027067056647322547
15735,"Blekerstraat 81 Enschede, Overijssel 7513 DT",0.004926105814563818,Afdeling Enschede,52.215683,6.884497000000001,0.01081998356386595
58210,"Lohuizerweg 18 -1 Epe, Gelderland 8162 EX",0.0,Afdeling Epe/Heerde,52.3533195,5.9824522999999985,0.01186707874746588
5151,"Lange Haeg 189 Ermelo, Gelderland 3853 EG",0.04846531046658591,Afdeling Ermelo-Putten,52.3012191,5.6011315,0.010218873365873396
62548,"Slobbegorsedijk 2 Heijningen, Noord-Brabant 4794 RR",0.04034274313015337,Afdeling Fijnaart en Heijningen,51.6495414,4.4133662000000005,0.009196986029286059
30245,"Kinkenweg 13 A Geleen, Limburg 6166 AM",0.01828269216791733,Afdeling Geleen e.o.,50.9689896,5.8374777999999985,0.02564102564102564
54786,"Heiweg 5 Malden, Gelderland 6581 EA",0.036581330345115036,Afdeling Gemeente Heumen,51.7915098,5.8519334,0.03125
68526,"Rijksvluchthaven 24 Heijen, Limburg 6591BC",0.1017869464592066,Afdeling Gennep e.o.,51.6823028,5.9724448,0.05882352941176471
14422,"Helmkruid 5 Gieten, Drenthe 9461 LL",0.026033516710849462,Afdeling Gieten/Gasselte,52.9983932,6.772721000000001,0.008175098692698718
35798,"Marnix Gijsenstraat 7 Sommelsdijk, Zuid-Holland 3245 ME",0.05189531130864585,Afdeling Goeree-Overflakkee,51.7637042,4.153779399999999,0.043478260869565216
5591,"In de Korenmolen 30 Duivendrecht, Noord-Holland 1115 GP",0.4777147085462743,Afdeling Gooi- en Vechtstreek,52.3310181,4.9423071,0.03125
18011,"Punt 6 Gouda, Zuid-Holland 2801 PZ",8.658044420476404e-05,Afdeling Gouda en omstreken,52.0072745,4.7142510999999985,0.01081998356386595
30977,"Adriaen Brouwerstraat 10 Haaksbergen, Overijssel 7482 ZK",0.036425305341760764,Afdeling Haaksbergen,52.161247700000004,6.7276769,0.008555335841196334
42469,"Vergierdeweg 52 Haarlem, Noord-Holland 2025 TK",0.00020755186669762788,Afdeling Haarlem e.o.,52.414463299999994,4.6521705,0.025
19757,"Nieuweweg 33b Hoofddorp, Noord-Holland 2132 CK",0.00014586949462389482,Afdeling Haarlemmermeer,52.30519349999999,4.699568699999999,0.05555555555555555
50142,"Rijpersweg 36 Oud Gastel, Noord-Brabant 4751 AS",0.20076969559508648,Afdeling Halderberge,51.5939355,4.4603095999999995,0.05263157894736842
46615,"Maltezerlaan 3 Harderwijk, Gelderland 3842 AZ",0.00042835804083874877,Afdeling Harderwijk,52.343893900000005,5.6245809,0.008759034313605769
4364,"Damstraat 26 Hardinxveld-Giessendam, Zuid-Holland 3371 AD",0.005954147920820904,Afdeling Hardinxveld-Giessendam e.o.,51.8296819,4.8353419,0.01818181818181818
6815,"Van Galenstraat 40 Hattem, Gelderland 8051 VC",0.0002593947793687937,Afdeling Hattem/Wapenveld,52.472734100000004,6.064153399999999,0.03125
52519,"Nobelstraat 51 Heerlen, Limburg 6411 EL",0.0001180404771660267,Afdeling Heerlen e.o.,50.8838638,5.9793015999999986,0.02631578947368421
32281,"Slimpad 16 C Heiloo, Noord-Holland 1851 LB",0.022417537533050456,Afdeling Heiloo,52.601363,4.710198399999999,0.030303030303030307
40635,"Rembrandtplein 19 Nijverdal, Overijssel 7442 KH",0.025219973668981627,Afdeling Hellendoorn - Nijverdal,52.35970579999999,6.465853099999999,0.009432806183883136
51663,"Nachtegaallaan 215 Helmond, Noord-Brabant 5702 KM",3.107669450152298e-05,Afdeling Helmond e.o.,51.497801200000005,5.665859699999999,0.010510841176326923
68097,"Marnixstraat 1 Hengelo, Overijssel 7553 LC",0.01792280852117224,Afdeling Hengelo-Borne,52.252608,6.8000568,0.011496232536607571
42032,"De Klapstaarten 5 Esbeek, Noord-Brabant 5085 GA",0.09302022852964524,Afdeling Hilvarenbeek,51.46251360000001,5.136890599999999,0.030303030303030307
24520,"Julianastraat 11 Oud-Beijerland, Zuid-Holland 3262 SH",0.26094523285917953,Afdeling Hoeksche Waard,51.8238284,4.413155799999999,0.05263157894736842
27762,"Kloosterlaan 25 Goor, Overijssel 7471 BA",0.02500222914854109,Afdeling Hof van Twente,52.2363423,6.5911715,0.043478260869565216
34777,"Saffier 16 Julianadorp, Noord-Holland 1761 VD",0.3201023392542679,Afdeling Hollands Kroon,52.86136679999999,4.8192119999999985,0.023809523809523808
11293,"De Waring 38 Hoogeveen, Drenthe 7908 LE",0.005251498373854078,Afdeling Hoogeveen,52.713770200000006,6.443499600000001,0.007357588823428847
65735,"Gebroeders van Doornelaan 63 Horst, Limburg 5961 BB",0.05800509566666082,Afdeling Horst aan de Maas,51.4645906,6.0480882000000005,0.03125
12841,"Dijkhoeve 4 Houten, Utrecht 3992 XV",0.005228697735847841,Afdeling Houten,52.034488,5.1652678,0.011147861853680071
65874,"'s Gravenlust 35 IJmuiden, Noord-Holland 1981 AE",0.0015887008521935392,Afdeling IJmond,52.4597657,4.6504593000000005,0.03333333333333333
59200,"Duitslandstraat 7 Ijsselstein Ut, Utrecht 3402 GH",4.6202073345641646e-06,Afdeling IJsselstein,52.0233415,5.0541129,0.009432806183883136
65264,"Wilhelminalaan 20 Kampen, Overijssel 8262 DE",0.0151899612535809,Afdeling Kampen/IJsselmuiden,52.561043700000006,5.9073457000000005,0.008555335841196334
7927,"Bruelisstraat 21 Kapelle, Zeeland 4421 CL",0.0064323912502185785,Afdeling Kapelle,51.4844545,3.963304,0.025
12681,"Prins Hendrikkade 12 Katwijk Zh, Zuid-Holland 2225 TZ",0.020870578216089727,Afdeling Katwijk,52.2052506,4.4077145,0.03333333333333333
45434,"Hoofdstraat 24 b Kerkrade, Limburg 6461 CR",0.00408545544963387,Afdeling Kerkrade,50.86436639999999,6.066051499999999,0.009681037925564271
13150,"Dordsedijk 7 Klazienaveen, Drenthe 7891 NJ",0.0143849620593283,Afdeling Klazienaveen,52.723046499999995,6.9857339000000005,0.007074604637912353
57750,"D. van de Arestraat 17 Vollenhove, Overijssel 8325 GJ",0.09436334787057886,Afdeling Kop van Overijssel,52.676366200000004,5.9604906999999985,0.02564102564102564
16437,"Hoveniersland 22 Zaltbommel, Gelderland 5301 VA",0.10846062848502716,Afdeling Land van Heusden en Altena,51.807848799999995,5.239637099999999,0.004833402972736167
59006,"Lichtenbergerstraat 7 b Landgraaf, Limburg 6371 AS",0.018669536347641427,Afdeling Landgraaf,50.9038888,6.0196146,0.009432806183883136
7548,"Apollolaan 1 B Leiden, Zuid-Holland 2324 BR",0.00020235997133475817,Afdeling Leiden e.o.,52.1397203,4.4763932,0.02564102564102564
9759,"Herenstraat 165 Voorburg, Zuid-Holland 2271 CE",0.0,Afdeling Leidschendam-Voorburg,52.06649470000001,4.3619807999999995,0.030303030303030307
21678,"Wigstraat 15 Lelystad, Flevoland 8223 EE",0.09532656535657463,Afdeling Lelystad,52.52327469999999,5.4940874000000015,0.025
14031,"Vincent van Goghstraat 4 6901 DK ZEVENAAR Zevenaar, Gelderland 6901 DK",0.0034379679478669517,Afdeling Liemers Oost,51.9302388,6.0684220999999985,0.0625
23544,"p/a Langerakstraat 16 Doornenburg, Gelderland 6686 CE",0.16212204458157944,Afdeling Lingewaard-Overbetuwe,51.891229900000006,5.9979118,0.03571428571428571
22578,"Maria-Louiselaan 11 Lopik, Utrecht 3411 XS",0.07163909516696672,Afdeling Lopik/Polsbroek,51.97101019999999,4.946884,0.01081998356386595
44554,"Pelikaanstraat 17 Losser, Overijssel 7581 SZ",0.012585682239859735,Afdeling Losser,52.252266600000006,7.0118521,0.009681037925564271
9915,"Cortenstraat 7 Maastricht, Limburg 6211 HT",0.0,Afdeling Maastricht-Meerssen-Mergelland,50.846810999999995,5.69212,0.02631578947368421
20270,"Evertsenstraat 1 Veghel, Noord-Brabant 5463 HM",0.0,Afdeling Meierijstad Boxtel Boekel,51.6078748,5.5467325,0.038461538461538464
1073,"De Plataan Vledderstraat 3F Meppel, Drenthe 7941 LC",8.29016710449334e-08,Afdeling Meppel/Nijeveen,52.697814,6.194242999999998,0.012262648039048078
41387,"Kerkstraat 1 Rhenen, Utrecht 3911 LD",0.05731733545040136,Afdeling Midden Betuwe,51.9570295,5.5652263,0.04
25039,"Plataan 7 Megen, Gelderland 5366 CJ",0.34891013680053834,Afdeling Midden Maas en Waal e.o.,51.81889049999999,5.5580237,0.045454545454545456
33024,"Bellweg 2 Beilen, Drenthe 9411 PV",0.02044092489653087,Afdeling Midden-Drenthe,52.852331299999996,6.5177339000000005,0.0196078431372549
21480,"Kapitein Rietbergflat 26 Zwijndrecht, Zuid-Holland 3333 CA",0.5435175030688971,Afdeling Moerdijk,51.809429200000004,4.6331444,0.045454545454545456
16811,"Trimpad 4 Vlaardingen, Zuid-Holland 3135 GA",0.00012226552921989955,Afdeling Nieuwe Waterweg Noord,51.9225033,4.3634001,0.043478260869565216
40987,"Constructieweg 6 Nieuwegein, Utrecht 3433 NN",0.047250541063185866,Afdeling Nieuwegein,52.0128076,5.1021433,0.023809523809523808
22046,"Havenstraat 5 b Nijkerk Gld, Gelderland 3861 VS",0.005496739285887861,Afdeling Nijkerk,52.226049700000004,5.4803169,0.011147861853680071
62085,"Gelderselaan 14 Nijmegen, Gelderland 6523 LJ",0.0006792751451534473,Afdeling Nijmegen e.o.,51.83235490000001,5.873633900000001,0.02325581395348837
53471,"Atoomweg 2 B Groningen, Groningen 9743 AK",0.05327711651171558,Afdeling Noord-Groningen,53.213676899999996,6.539162200000001,0.02631578947368421
64796,"Valkenburgerstraat 24 Amsterdam, Noord-Holland 1011 LZ",0.027776075762628912,Afdeling Noord-Kennemerland,52.3702505,4.9080238,0.027777777777777776
42704,"Golda Meirstraat 23 Goes, Zeeland 4463 DC",0.00014150658163544655,Afdeling Noord-West Beveland,51.5170185,3.8852968,0.027777777777777776
46156,"Boslaan 10A Zuidhoorn, Groningen 9801 HG",0.2733695996177507,Afdeling Noord-West Groningen,53.245856200000006,6.4028816,0.02127659574468085
38397,"Hoppad 17 Roden, Drenthe 9301 PG",0.01659843753580268,Afdeling Noordenveld,53.145843500000005,6.4244355,0.04166666666666666
48219,"Oude Dieze 12 S-Hertogenbosch, Noord-Brabant 5211 KV",0.0008770153583400006,Afdeling Noordoost-Brabant,51.685693,5.308294999999998,0.02127659574468085
41769,"Espelerweg 4 Emmeloord, Flevoland 8303 HW",0.3201069236700143,Afdeling Noordoostpolder,52.724597700000004,5.7481342999999985,0.028571428571428567
25501,"Elburgerweg 11 Nunspeet, Gelderland 8071 TA",0.0,Afdeling Nunspeet e.o.,52.38253579999999,5.783679299999998,0.008972669296864447
31855,"Blokshekken 6 Oisterwijk, Noord-Brabant 5061 HA",0.00014095775234585547,Afdeling Oisterwijk,51.580960299999994,5.190225099999999,0.009196986029286059
1975,"De Sterke Arm 10 Veenendaal, Utrecht 3901 ER",0.04521413090872608,Afdeling Ommen,52.021980400000004,5.5562900000000015,0.05555555555555555
37643,"Brummelkant 2 Stadskanaal, Groningen 9502 BB",0.4352098941026313,Afdeling Oost-Groningen,52.996519400000004,6.9603965,0.025
18459,"Hueseplein 15 Amstelveen, Noord-Holland 1185 HH",0.10455755363128193,Afdeling Ouder-Amstel,52.2968493,4.855462699999999,0.030303030303030307
61936,"Centaurusweg 57 Tilburg, Noord-Brabant 5015 TC",0.3013605966871875,Afdeling Peel en Maas,51.577796500000005,5.1066236,0.07692307692307693
18961,"Vulcanusweg 263 Delft, Zuid-Holland 2624 AV",0.205027076053356,Afdeling Pijnacker-Nootdorp,51.9967564,4.3605177,0.04166666666666666
41238,"Kerkstraat 1 Rhenen, Utrecht 3911 LD",0.2598759806392754,Afdeling Renkum-Wageningen,51.9570295,5.5652263,0.037037037037037035
57050,"Kerkstraat 20 Renswoude, Utrecht 3927 BR",5.0554965206552397e-05,Afdeling Renswoude,52.0708369,5.540477200000001,0.009432806183883136
41279,"Kerkstraat 1 Rhenen, Utrecht 3911 LD",0.0002072202435712028,Afdeling Rhenen,51.9570295,5.5652263,0.03125
11761,"Willem de Zwijgerstraat 30 Rijssen, Overijssel 7462 HJ",0.001667169669034062,Afdeling Rijssen,52.302432399999994,6.507378399999999,0.010510841176326923
34325,"Molengriendweg 3 Roermond, Limburg 6041 BN",0.00019941090991262587,Afdeling Roermond e.o.,51.207252600000004,5.9990571,0.008759034313605769
64766,"Plein 15 Rolde, Drenthe 9451 BW",0.00156725443302345,Afdeling Rolde,52.98740970000001,6.644431600000001,0.008972669296864447
44126,"Gezellelaan 18 E Roosendaal, Noord-Brabant 4707 CD",0.0,Afdeling Roosendaal,51.519815200000004,4.4626575,0.008759034313605769
15024,"Leeuwenstraat 9 11 Rotterdam, Zuid-Holland 3011 AL",0.11021439291906754,Afdeling Rotterdam,51.9213939,4.4823332,0.027777777777777776
63786,"Westdorplaan 132 a Raalte, Overijssel 8101 PP",4.12212743962398e-05,Afdeling Salland Midden,52.3779125,6.2703254,0.05263157894736842
34813,"Saffier 16 Julianadorp, Noord-Holland 1761 VD",0.4150891588223296,Afdeling Schagen,52.86136679999999,4.8192119999999985,0.047619047619047616
61201,"Schuitkant 5 Burgh-Haamstede, Zeeland 4328 BE",0.0,Afdeling Schouwen-Duiveland,51.69730990000001,3.7452641000000004,0.03448275862068965
17620,"Hemelsley 20 Sittard, Limburg 6136 HM",7.746033045105222e-05,Afdeling Sittard e.o.,51.0047685,5.8790188,0.02564102564102564
43206,"Beusakker 27 Someren, Noord-Brabant 5712 MG",0.03377081319996654,Afdeling Someren,51.3855954,5.7010448,0.011496232536607571
36458,"Berkenlaan 1 Staphorst, Overijssel 7951 CA",0.013506889576356115,Afdeling Staphorst,52.648692700000005,6.2063254,0.008972669296864447
26825,"Selfhelpweg 2 Sneek, Friesland 8607 AB",0.00011124145685840853,Afdeling Sûdwest Fryslân,53.0280306,5.6616849999999985,0.030303030303030307
49509,"Ankerstraat 24 Oosterend Nh, Noord-Holland 1794 BJ",0.5316210407342875,Afdeling Texel,53.08472020000001,4.8772802,0.05882352941176471
69969,"Noordpoort 10 Sint Maartensdijk, Zeeland 4695 BX",0.0,Afdeling Tholen-Reimerswaal,51.550805,4.078339499999999,0.05
61744,"Centaurusweg 57 Tilburg, Noord-Brabant 5015 TC",0.043520268617739034,Afdeling Tilburg e.o.,51.577796500000005,5.1066236,0.025
4088,"De Wulp 69 Vriezenveen, Overijssel 7671 ZN",0.2379677350254738,Afdeling Twenterand,52.4052122,6.617157400000001,0.047619047619047616
66520,"Geesterweg 25 Uitgeest, Noord-Holland 1911 HK",0.01782601217123303,Afdeling Uitgeest,52.528831700000005,4.708201499999999,0.027777777777777776
27113,"Achterberglaan 63 Uithoorn, Noord-Holland 1422 CX",0.002772111709630293,Afdeling Uithoorn,52.2452468,4.8323608999999985,0.009942687599228173
29736,"Wijk 8 -2 Urk, Flevoland 8321 TG",0.0007526003584437183,Afdeling Urk,52.66346510000001,5.5987392,0.015328310048810096
40746,"Constructieweg 6 Nieuwegein, Utrecht 3433 NN",0.052758516427774994,Afdeling Utrecht,52.0128076,5.1021433,0.02631578947368421
5719,"Dennenhorst 22 a Driebergen-Rijsenburg, Utrecht 3972 GM",0.0,Afdeling Utrechtse Heuvelrug,52.047599700000006,5.2899423,0.03333333333333333
17056,"Bosstraat 5 B Valkenburg Lb, Limburg 6301 HM",0.00030201099632688467,Afdeling Valkenburg aan de Geul/Nuth,50.8717929,5.823334699999998,0.010218873365873396
21043,"Gelukken 15 A Valkenswaard, Noord-Brabant 5552 LD",0.03797089157097282,Afdeling Valkenswaard/A2,51.359421000000005,5.4514208,0.007664155024405048
1999,"De Sterke Arm 10 Veenendaal, Utrecht 3901 ER",0.0534137856786405,Afdeling Veenendaal,52.021980400000004,5.5562900000000015,0.009432806183883136
14710,"Handelstraat 45 Eerbeek, Gelderland 6961 AD",0.3191485773197521,Afdeling Veluwezoom,52.11037779999999,6.0554156,0.04166666666666666
3018,"Bergweg 4 Venray, Limburg 5801 EG Venray",0.024325830567407416,Afdeling Venlo,51.5263244,5.9674363,0.043478260869565216
3141,"Bergweg 4 Venray, Limburg 5801 EG Venray",0.02448534575760741,Afdeling Venray,51.5263244,5.9674363,0.029411764705882356
35423,"Plantageweg 4 Brielle, Zuid-Holland 3232 LE",0.0026676716477023877,Afdeling Voorne-Putten,51.896846999999994,4.165978,0.038461538461538464
14542,"Handelstraat 45 Eerbeek, Gelderland 6961 AD",0.4929390870041388,Afdeling Voorst,52.11037779999999,6.0554156,0.05555555555555555
35222,"Klein Vlaanderen 59 Middelburg, Zeeland 4331 RG",0.23734941926238184,Afdeling Walcheren,51.5014924,3.6082036,0.03448275862068965
47103,"Van Heeckerenstraat 2 A Wassenaar, Zuid-Holland 2242 GX",6.76624132021622e-05,Afdeling Wassenaar,52.140218,4.3921858,0.03225806451612903
2367,"Boerhaavestraat 15 A Weert, Limburg 6001 AV",0.006645351597410113,Afdeling Weert e.o.,51.25578669999999,5.7114425,0.013625164487831196
12046,"Businesspark Friesland-West 42 Nijehaske, Friesland 8466 SL",0.21111130764879613,Afdeling West-Friesland,52.9635356,5.8907777999999995,0.004101069188988264
36962,"James Wattstraat 4 Leeuwarden, Friesland 8912 AR",0.10037697704024112,Afdeling West-Friesland (District Fryslan),53.1921913,5.770281400000001,0.03125
55402,"Dorpsstraat 4 Havelte, Drenthe 7971 CR",0.4872794713803454,Afdeling Westerveld,52.766421799999996,6.245226100000001,0.045454545454545456
24254,"Eltensestraat 17 Duiven, Gelderland 6922 JA",0.0,Afdeling Westervoort-Duiven-Groessen en Loo,51.944522,6.0083087,0.008972669296864447
60061,"Postbus 72 Naaldwijk, Zuid-Holland 2670 AB",0.026077977620452743,Afdeling Westland,51.99237340000001,4.208034400000001,0.047619047619047616
51699,"Veenhof 1955 Wijchen, Gelderland 6604 DG",0.013028116029798148,Afdeling Wijchen,51.819425200000005,5.7339416,0.009942687599228173
28647,"Frankenplantsoen 11 Wijk Bij Duurstede, Utrecht 3962 CG",3.782843797039395e-05,Afdeling Wijk bij Duurstede/Cothen,51.976237299999994,5.3391738,5.164067034721579e-05
